label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127
Roof_Shape,0.000000,0.000000,0.000000,0.258507,-0.141606,0.044777,0.381612,-0.466442,0.053871,0.445943,-0.694523,0.034801,0.537861,-0.863892,0.013733,0.393290,-0.906341,0.081540,0.561685,-1.255863,0.023125,0.675369,-1.530413,-0.035358,0.756229,-1.768079,-0.080022,0.361433,-0.932394,0.002625,0.563494,-1.339884,-0.056382,0.688619,-1.643495,-0.119082,0.782732,-1.921668,-0.165221,0.340418,-0.902845,-0.083325,0.550610,-1.280976,-0.137325,0.668685,-1.555111,-0.180670,0.749058,-1.804686,-0.211397,0.335184,-0.815173,-0.170053,0.502990,-1.076068,-0.208227,0.599739,-1.279163,-0.225802,0.672981,-1.464723,-0.240098,1.000000,0.000000,0.000000,0.000000,-0.257455,-0.181858,0.034513,-0.362865,-0.527283,0.043651,-0.422502,-0.777646,0.031685,-0.509384,-0.970628,0.018317,-0.322577,-0.913447,0.091616,-0.477138,-1.255051,0.047212,-0.583982,-1.510314,0.000389,-0.661083,-1.741305,-0.034117,-0.296768,-0.954465,0.030400,-0.494392,-1.338047,-0.018482,-0.612877,-1.613010,-0.069304,-0.703007,-1.871503,-0.104076,-0.285606,-0.929362,-0.038301,-0.488101,-1.311156,-0.084030,-0.600995,-1.572366,-0.107635,-0.681588,-1.811068,-0.121554,-0.299494,-0.848661,-0.109193,-0.448074,-1.158267,-0.140434,-0.534521,-1.370975,-0.148131,-0.601754,-1.572897,-0.154069,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.241915,-0.137064,0.035591,0.363157,-0.457779,0.040466,0.426746,-0.684133,0.018920,0.508355,-0.875127,-0.004081,0.382672,-0.916202,0.076602,0.546443,-1.294662,0.016524,0.655884,-1.572045,-0.043567,0.732957,-1.809996,-0.088339,0.358333,-0.933590,0.002802,0.549176,-1.362707,-0.055481,0.667430,-1.670659,-0.118724,0.757395,-1.951980,-0.165557,0.344407,-0.903414,-0.079210,0.539823,-1.311863,-0.130434,0.648344,-1.595431,-0.171855,0.723799,-1.845883,-0.201829,0.343887,-0.823816,-0.163218,0.492697,-1.117263,-0.198235,0.580601,-1.326911,-0.212829,0.649670,-1.512655,-0.224993,1.000000,0.000000,0.000000,0.000000,-0.253472,-0.183670,0.044020,-0.349724,-0.515316,0.057090,-0.408260,-0.752259,0.047897,-0.488761,-0.945093,0.038114,-0.281646,-0.937329,0.100519,-0.442426,-1.253205,0.064118,-0.545993,-1.494314,0.024425,-0.618030,-1.714243,-0.006958,-0.257139,-0.965756,0.034570,-0.459835,-1.345092,-0.008544,-0.569829,-1.611516,-0.052467,-0.642977,-1.865448,-0.083991,-0.257077,-0.923083,-0.038826,-0.457710,-1.303318,-0.081773,-0.560133,-1.557486,-0.103558,-0.623839,-1.794763,-0.117433,-0.285263,-0.829630,-0.113528,-0.426392,-1.144467,-0.145246,-0.505607,-1.351072,-0.154508,-0.561805,-1.547542,-0.162118,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.242500,-0.122713,0.059979,0.366607,-0.457943,0.080190,0.429291,-0.695569,0.069747,0.508524,-0.884753,0.056873,0.394881,-0.898705,0.100526,0.552552,-1.276498,0.053002,0.657673,-1.558463,0.002515,0.733757,-1.793935,-0.037405,0.366704,-0.930208,0.015529,0.552094,-1.376769,-0.032050,0.668433,-1.694276,-0.089046,0.758145,-1.971136,-0.133293,0.344707,-0.919577,-0.075983,0.537943,-1.341837,-0.119119,0.649076,-1.629180,-0.161248,0.728980,-1.878217,-0.195032,0.334316,-0.863885,-0.167204,0.488608,-1.147220,-0.198336,0.580584,-1.349434,-0.215167,0.654358,-1.529212,-0.231735,1.000000,0.000000,0.000000,0.000000,-0.255967,-0.186912,0.046458,-0.350520,-0.518614,0.061581,-0.406045,-0.760097,0.054633,-0.485188,-0.960327,0.047321,-0.276983,-0.941552,0.103579,-0.437186,-1.256648,0.069112,-0.540307,-1.496204,0.030747,-0.611292,-1.716143,0.000405,-0.252044,-0.966977,0.037806,-0.457183,-1.348919,-0.004585,-0.565186,-1.616328,-0.047472,-0.634805,-1.871351,-0.078113,-0.253293,-0.925539,-0.035345,-0.455058,-1.310556,-0.078782,-0.555408,-1.571347,-0.101517,-0.614884,-1.813149,-0.115517,-0.283624,-0.836882,-0.109254,-0.424730,-1.158492,-0.141446,-0.502202,-1.368976,-0.151332,-0.555395,-1.567914,-0.159225,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.247140,-0.123604,0.051921,0.365496,-0.461493,0.065983,0.429055,-0.692719,0.050247,0.511516,-0.874067,0.031579,0.381935,-0.913307,0.084450,0.542806,-1.291430,0.030879,0.649520,-1.569897,-0.022598,0.725845,-1.806205,-0.064232,0.352869,-0.935672,0.001315,0.544522,-1.372502,-0.052784,0.662392,-1.680085,-0.111436,0.752049,-1.956677,-0.156073,0.335359,-0.908790,-0.088614,0.533643,-1.326127,-0.137932,0.644767,-1.614195,-0.179842,0.723894,-1.869348,-0.211807,0.333578,-0.834575,-0.178904,0.488881,-1.135520,-0.215112,0.579930,-1.352851,-0.232473,0.653140,-1.546848,-0.248076,1.000000,0.000000,0.000000,0.000000,-0.247586,-0.182775,0.040485,-0.347928,-0.520495,0.054424,-0.402796,-0.765383,0.047600,-0.485399,-0.955116,0.040757,-0.283277,-0.938518,0.101357,-0.432634,-1.247633,0.065781,-0.533309,-1.478120,0.024499,-0.605294,-1.687833,-0.007267,-0.259190,-0.965021,0.039425,-0.455973,-1.331460,0.001170,-0.562211,-1.586751,-0.039549,-0.636710,-1.828171,-0.069084,-0.256245,-0.929873,-0.030694,-0.453392,-1.300011,-0.070949,-0.550520,-1.550785,-0.092532,-0.612005,-1.781021,-0.106496,-0.279065,-0.850997,-0.102482,-0.419391,-1.160091,-0.131661,-0.495354,-1.363642,-0.139301,-0.551644,-1.558046,-0.145944,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.251533,-0.124747,0.062875,0.371768,-0.452712,0.083984,0.434789,-0.686257,0.073405,0.512604,-0.872274,0.059238,0.388799,-0.902757,0.101081,0.549681,-1.272729,0.052129,0.654581,-1.554115,0.000469,0.728698,-1.793965,-0.040819,0.360107,-0.932802,0.014217,0.554630,-1.368053,-0.037130,0.670568,-1.682676,-0.096800,0.757692,-1.965080,-0.142862,0.339162,-0.913738,-0.078862,0.540869,-1.326352,-0.126727,0.650770,-1.612885,-0.171480,0.727840,-1.869382,-0.206212,0.331817,-0.845997,-0.171137,0.493011,-1.135196,-0.207732,0.586165,-1.345221,-0.227789,0.660629,-1.535827,-0.245953,1.000000,0.000000,0.000000,0.000000,-0.258794,-0.182458,0.033666,-0.359273,-0.520099,0.044787,-0.412245,-0.763939,0.035642,-0.483018,-0.968447,0.026417,-0.285327,-0.942170,0.094615,-0.444223,-1.264797,0.054696,-0.545159,-1.514189,0.011248,-0.612768,-1.741462,-0.022151,-0.259993,-0.964995,0.034475,-0.462505,-1.356114,-0.013378,-0.568850,-1.628813,-0.061881,-0.639783,-1.893595,-0.096017,-0.260004,-0.925101,-0.034254,-0.456287,-1.316032,-0.082718,-0.556753,-1.582584,-0.112976,-0.616932,-1.827489,-0.131637,-0.289833,-0.835753,-0.104703,-0.426728,-1.151447,-0.138227,-0.502548,-1.364260,-0.151453,-0.554737,-1.569310,-0.162357,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.246821,-0.129306,0.055579,0.366715,-0.466849,0.071052,0.428605,-0.698654,0.055977,0.509497,-0.877730,0.037729,0.396579,-0.900893,0.089461,0.552258,-1.281049,0.035226,0.651767,-1.564139,-0.018942,0.720958,-1.803911,-0.061039,0.364387,-0.931239,0.003968,0.550616,-1.373787,-0.051669,0.660973,-1.691519,-0.112593,0.744364,-1.974638,-0.158363,0.339979,-0.913360,-0.088233,0.532875,-1.335309,-0.139316,0.639612,-1.622798,-0.183708,0.716313,-1.878534,-0.217141,0.327957,-0.844732,-0.180204,0.483527,-1.136479,-0.217103,0.573720,-1.346226,-0.235456,0.646504,-1.537215,-0.252034,1.000000,0.000000,0.000000,0.000000,-0.252615,-0.169682,0.043276,-0.346113,-0.502225,0.058802,-0.398532,-0.743696,0.052230,-0.476434,-0.937474,0.045736,-0.277048,-0.938403,0.108367,-0.431524,-1.242173,0.078706,-0.530448,-1.470350,0.042511,-0.598120,-1.682295,0.012957,-0.252748,-0.966486,0.044986,-0.451111,-1.333732,0.007634,-0.555382,-1.585510,-0.032214,-0.619837,-1.828369,-0.061339,-0.252216,-0.926660,-0.026340,-0.448952,-1.293041,-0.063397,-0.546873,-1.535762,-0.082395,-0.601864,-1.763516,-0.095227,-0.279136,-0.841378,-0.099560,-0.419290,-1.149850,-0.124706,-0.495379,-1.351649,-0.131296,-0.546736,-1.547156,-0.137951,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.231848,-0.121919,0.078485,0.351583,-0.442690,0.109623,0.417089,-0.659792,0.106194,0.493393,-0.840671,0.100245,0.387383,-0.890975,0.137147,0.538534,-1.253489,0.103955,0.632576,-1.534049,0.059753,0.696942,-1.776874,0.021638,0.368716,-0.928391,0.046241,0.543454,-1.355791,0.013010,0.648835,-1.660216,-0.037385,0.726981,-1.933278,-0.079417,0.352813,-0.924544,-0.051110,0.538530,-1.332873,-0.080861,0.637472,-1.615091,-0.114695,0.707634,-1.870669,-0.145163,0.349065,-0.877727,-0.147762,0.498504,-1.168684,-0.170921,0.583943,-1.380992,-0.183666,0.651911,-1.580022,-0.198206,1.000000,0.000000,0.000000,0.000000,-0.246352,-0.178717,0.031695,-0.345569,-0.508642,0.037143,-0.399498,-0.758555,0.023919,-0.477792,-0.949809,0.010260,-0.266426,-0.947622,0.078983,-0.421350,-1.266478,0.041047,-0.520754,-1.497981,-0.000278,-0.589768,-1.707558,-0.031845,-0.243729,-0.969575,0.022828,-0.443326,-1.346033,-0.019749,-0.548514,-1.597048,-0.061505,-0.619949,-1.837316,-0.091535,-0.244557,-0.922904,-0.040271,-0.440717,-1.292535,-0.079931,-0.539157,-1.537413,-0.100823,-0.598587,-1.764251,-0.115227,-0.273331,-0.828012,-0.105472,-0.410197,-1.131668,-0.130321,-0.488345,-1.329907,-0.136438,-0.546448,-1.520640,-0.143044,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.248544,-0.126536,0.073955,0.370513,-0.463624,0.100333,0.431668,-0.690976,0.092650,0.504740,-0.883515,0.082198,0.377996,-0.901885,0.114693,0.540390,-1.285168,0.072338,0.641237,-1.571366,0.026150,0.709568,-1.811856,-0.010821,0.351744,-0.935797,0.023663,0.542563,-1.381439,-0.019273,0.651557,-1.701275,-0.072733,0.730616,-1.981185,-0.114689,0.337713,-0.922213,-0.073167,0.538124,-1.358096,-0.110180,0.641932,-1.655288,-0.149464,0.713154,-1.911825,-0.182165,0.342342,-0.862157,-0.168967,0.499299,-1.169011,-0.195703,0.587527,-1.394306,-0.211246,0.657470,-1.596496,-0.227353,1.000000,0.000000,0.000000,0.000000,-0.249219,-0.178026,0.041428,-0.350037,-0.506958,0.052465,-0.406499,-0.747226,0.043407,-0.488309,-0.942429,0.034716,-0.270559,-0.951116,0.091176,-0.430045,-1.260604,0.055353,-0.529180,-1.494921,0.015783,-0.596883,-1.708791,-0.014425,-0.246327,-0.968740,0.029423,-0.449711,-1.343082,-0.011219,-0.552529,-1.603165,-0.051396,-0.617037,-1.851852,-0.079916,-0.246975,-0.924702,-0.039004,-0.449406,-1.293780,-0.078398,-0.544885,-1.547180,-0.096553,-0.596470,-1.784163,-0.107467,-0.275239,-0.834374,-0.108846,-0.419924,-1.146805,-0.133539,-0.497225,-1.352108,-0.137203,-0.548528,-1.546490,-0.140740,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.251739,-0.138389,0.076410,0.369055,-0.466076,0.103053,0.428796,-0.697135,0.095014,0.503152,-0.890066,0.084932,0.356950,-0.909243,0.123698,0.523297,-1.282601,0.086175,0.623042,-1.563988,0.042727,0.693941,-1.802117,0.006780,0.333155,-0.942241,0.034489,0.533230,-1.385480,-0.004555,0.645965,-1.692149,-0.055117,0.729149,-1.957169,-0.094988,0.325563,-0.923607,-0.060429,0.536230,-1.352645,-0.093685,0.643317,-1.638664,-0.129989,0.717196,-1.884689,-0.160384,0.340843,-0.857076,-0.154184,0.504813,-1.156639,-0.177864,0.595278,-1.376199,-0.192360,0.665180,-1.574538,-0.207383,1.000000,0.000000,0.000000,0.000000,-0.251320,-0.185935,0.038194,-0.349098,-0.506961,0.049155,-0.404327,-0.742591,0.039108,-0.484626,-0.938174,0.028841,-0.269478,-0.947454,0.099179,-0.425903,-1.258785,0.062416,-0.525368,-1.497961,0.020641,-0.593451,-1.717772,-0.011476,-0.245999,-0.968545,0.037482,-0.447127,-1.344502,-0.004702,-0.552298,-1.607587,-0.048728,-0.620979,-1.863437,-0.080000,-0.247484,-0.927495,-0.032291,-0.445425,-1.304946,-0.075897,-0.542878,-1.562047,-0.098981,-0.600949,-1.802175,-0.112611,-0.278959,-0.836195,-0.103657,-0.420204,-1.152605,-0.132770,-0.495148,-1.360563,-0.139236,-0.547053,-1.560829,-0.144531,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.244713,-0.106828,0.051609,0.376631,-0.436708,0.068218,0.455145,-0.676529,0.055227,0.549421,-0.841194,0.039426,0.423133,-0.881531,0.099651,0.587073,-1.245628,0.051753,0.697995,-1.522612,-0.002956,0.774056,-1.758823,-0.046694,0.398564,-0.916960,0.018219,0.588767,-1.339366,-0.030864,0.709199,-1.646890,-0.090467,0.798527,-1.924291,-0.136533,0.378231,-0.908591,-0.070578,0.578349,-1.308757,-0.114181,0.692810,-1.591080,-0.153528,0.773074,-1.838801,-0.184806,0.364384,-0.854555,-0.160441,0.526873,-1.129880,-0.190649,0.624140,-1.328991,-0.204625,0.701165,-1.505734,-0.218203,1.000000,0.000000,0.000000,0.000000,-0.255058,-0.177194,0.040364,-0.362467,-0.507013,0.056975,-0.422820,-0.747850,0.051748,-0.501664,-0.932422,0.045198,-0.311388,-0.920806,0.108613,-0.467191,-1.239855,0.073604,-0.572706,-1.474000,0.031793,-0.649527,-1.684318,-0.001923,-0.288077,-0.956500,0.046028,-0.490625,-1.331154,0.003447,-0.602538,-1.585328,-0.045123,-0.685660,-1.830755,-0.079743,-0.279590,-0.926520,-0.024733,-0.483247,-1.299196,-0.071632,-0.589253,-1.543946,-0.101681,-0.663136,-1.770127,-0.120380,-0.292972,-0.846703,-0.096645,-0.437375,-1.148528,-0.132085,-0.520955,-1.347253,-0.145660,-0.586502,-1.540132,-0.156296,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.262379,-0.115334,0.068245,0.411148,-0.446537,0.089052,0.498587,-0.658106,0.076929,0.603392,-0.808468,0.060939,0.469318,-0.866649,0.111548,0.654525,-1.218408,0.065886,0.773625,-1.478144,0.013795,0.857538,-1.714111,-0.028771,0.439902,-0.897823,0.020025,0.652736,-1.294749,-0.025686,0.782027,-1.589772,-0.085166,0.879257,-1.867126,-0.133032,0.411588,-0.887208,-0.077649,0.629533,-1.264887,-0.119609,0.753317,-1.535330,-0.157895,0.843123,-1.785235,-0.189778,0.392935,-0.829462,-0.174786,0.570754,-1.106834,-0.205783,0.677471,-1.311148,-0.219347,0.763211,-1.500798,-0.233536,1.000000,0.000000,0.000000,0.000000,-0.263454,-0.188396,0.051395,-0.376780,-0.519647,0.066698,-0.439547,-0.749921,0.058739,-0.527056,-0.926977,0.048710,-0.333053,-0.916727,0.102066,-0.505576,-1.217184,0.062956,-0.618121,-1.443651,0.020976,-0.699018,-1.656409,-0.011319,-0.305542,-0.951577,0.033833,-0.526272,-1.307542,-0.010282,-0.645541,-1.562237,-0.054528,-0.730062,-1.806619,-0.085974,-0.293269,-0.911693,-0.040905,-0.514623,-1.257930,-0.084484,-0.626688,-1.499738,-0.108009,-0.700718,-1.726792,-0.123293,-0.302628,-0.815858,-0.115880,-0.461436,-1.094162,-0.147142,-0.553173,-1.282064,-0.155866,-0.623613,-1.466369,-0.163648,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.279639,-0.118285,0.066179,0.431068,-0.463590,0.077301,0.512528,-0.693499,0.056825,0.615390,-0.861362,0.031011,0.470020,-0.879947,0.072185,0.670166,-1.254285,0.014660,0.790295,-1.529925,-0.040009,0.870056,-1.776885,-0.082312,0.430816,-0.902187,-0.021373,0.665825,-1.329319,-0.077320,0.799430,-1.651794,-0.140115,0.894657,-1.952475,-0.188771,0.394568,-0.869355,-0.117991,0.634394,-1.268669,-0.167131,0.763107,-1.551675,-0.211350,0.853166,-1.815739,-0.247442,0.369804,-0.776454,-0.212418,0.546595,-1.038910,-0.248886,0.652290,-1.234628,-0.265534,0.736302,-1.414656,-0.281454,1.000000,0.000000,0.000000,0.000000,-0.269901,-0.188845,0.041990,-0.394385,-0.516025,0.051547,-0.466504,-0.757137,0.039221,-0.560313,-0.930172,0.024477,-0.353106,-0.916116,0.090691,-0.523951,-1.233366,0.045137,-0.638727,-1.473335,-0.004294,-0.723772,-1.691857,-0.041692,-0.321765,-0.946442,0.026729,-0.540462,-1.314296,-0.017615,-0.659510,-1.572498,-0.066169,-0.748300,-1.816426,-0.101982,-0.305085,-0.903674,-0.043976,-0.524826,-1.242277,-0.086788,-0.634693,-1.487511,-0.112149,-0.712599,-1.713221,-0.130311,-0.307952,-0.804943,-0.115776,-0.462863,-1.065985,-0.144561,-0.554847,-1.243057,-0.150837,-0.631503,-1.416740,-0.157844,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.266124,-0.120608,0.055302,0.426003,-0.466365,0.068177,0.515876,-0.700006,0.050780,0.620624,-0.876259,0.028668,0.471600,-0.873741,0.074224,0.667667,-1.254863,0.012489,0.790666,-1.538493,-0.046445,0.874557,-1.794230,-0.091407,0.438523,-0.898623,-0.013202,0.665761,-1.328920,-0.076392,0.799130,-1.653556,-0.144969,0.898429,-1.964914,-0.196265,0.411938,-0.876005,-0.105379,0.644722,-1.277850,-0.162845,0.772316,-1.566824,-0.210810,0.861820,-1.841783,-0.245734,0.397627,-0.800437,-0.196589,0.578212,-1.084425,-0.237999,0.685770,-1.293741,-0.257092,0.769371,-1.486979,-0.272873,1.000000,0.000000,0.000000,0.000000,-0.279713,-0.201656,0.051442,-0.397590,-0.542673,0.064057,-0.466795,-0.778295,0.054786,-0.560072,-0.949631,0.041802,-0.349491,-0.920419,0.086387,-0.524835,-1.243997,0.039978,-0.640302,-1.490059,-0.007038,-0.725241,-1.716933,-0.042518,-0.316362,-0.948415,0.020600,-0.539428,-1.324515,-0.028252,-0.661142,-1.592574,-0.077130,-0.753167,-1.851587,-0.113052,-0.300757,-0.900113,-0.050006,-0.524858,-1.260802,-0.098296,-0.638414,-1.514124,-0.126290,-0.719275,-1.748121,-0.145558,-0.309140,-0.793965,-0.119665,-0.462283,-1.063637,-0.157071,-0.556819,-1.253780,-0.170778,-0.635080,-1.441264,-0.182746,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.283875,-0.134093,0.073817,0.435579,-0.480809,0.087157,0.522542,-0.701522,0.067806,0.629786,-0.863697,0.040848,0.446356,-0.903962,0.059284,0.657398,-1.265730,-0.006572,0.790528,-1.533763,-0.064172,0.884319,-1.780602,-0.108715,0.408267,-0.911961,-0.040559,0.663717,-1.327932,-0.111370,0.807737,-1.647627,-0.180592,0.914021,-1.959221,-0.232265,0.381508,-0.859845,-0.141530,0.637475,-1.251423,-0.205246,0.772947,-1.532375,-0.254338,0.870387,-1.805930,-0.290940,0.371929,-0.748687,-0.238814,0.561544,-1.030051,-0.287477,0.673322,-1.236506,-0.310196,0.764393,-1.428828,-0.329353,1.000000,0.000000,0.000000,0.000000,-0.287840,-0.193623,0.045707,-0.412256,-0.532403,0.057220,-0.488877,-0.774801,0.049390,-0.580140,-0.958071,0.038148,-0.351656,-0.924035,0.072742,-0.532133,-1.259584,0.023472,-0.653802,-1.516836,-0.024240,-0.747727,-1.747707,-0.059734,-0.321870,-0.946717,0.011230,-0.548379,-1.338602,-0.038077,-0.675931,-1.608724,-0.086252,-0.777613,-1.866553,-0.121999,-0.312388,-0.893282,-0.054460,-0.538015,-1.260240,-0.103697,-0.655997,-1.514741,-0.133011,-0.743475,-1.748346,-0.153189,-0.330622,-0.780286,-0.119318,-0.482477,-1.050727,-0.158596,-0.576356,-1.239746,-0.173914,-0.655102,-1.424811,-0.186815,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.278553,-0.114094,0.047543,0.442152,-0.467559,0.061588,0.530898,-0.704594,0.048077,0.633397,-0.880793,0.028923,0.484513,-0.875875,0.061683,0.686753,-1.233999,-0.001856,0.825697,-1.507046,-0.062351,0.926170,-1.754778,-0.109571,0.448278,-0.893563,-0.024350,0.688541,-1.297278,-0.088612,0.837473,-1.607977,-0.158798,0.957069,-1.913594,-0.211997,0.410356,-0.857750,-0.115387,0.651631,-1.229147,-0.179057,0.793829,-1.499337,-0.232110,0.903978,-1.762874,-0.270859,0.379193,-0.770312,-0.205464,0.561378,-1.016303,-0.256341,0.674744,-1.194138,-0.280103,0.770841,-1.361787,-0.299006,1.000000,0.000000,0.000000,0.000000,-0.300253,-0.182305,0.052083,-0.439722,-0.513109,0.064254,-0.522090,-0.745963,0.055702,-0.613252,-0.930126,0.042352,-0.373702,-0.909632,0.069294,-0.570748,-1.254335,0.014374,-0.703011,-1.523341,-0.035554,-0.802142,-1.762672,-0.072916,-0.342982,-0.939341,0.001558,-0.589246,-1.345557,-0.053312,-0.727163,-1.628866,-0.104892,-0.833768,-1.895265,-0.143833,-0.334698,-0.890696,-0.070115,-0.575831,-1.272902,-0.124868,-0.705025,-1.537462,-0.161082,-0.800617,-1.778964,-0.187728,-0.354422,-0.780894,-0.139765,-0.512549,-1.062924,-0.188686,-0.609188,-1.260566,-0.212727,-0.690994,-1.456667,-0.232753,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.289719,-0.100551,0.056012,0.459886,-0.426957,0.067985,0.553847,-0.652532,0.051152,0.645240,-0.833820,0.027871,0.456696,-0.893482,0.046935,0.676392,-1.245878,-0.024640,0.833066,-1.489172,-0.085597,0.957587,-1.693177,-0.129181,0.413046,-0.909667,-0.043576,0.681335,-1.314737,-0.121502,0.861333,-1.606509,-0.192553,1.010439,-1.872888,-0.240432,0.382582,-0.855887,-0.136986,0.652999,-1.216732,-0.209347,0.819975,-1.477430,-0.262937,0.951984,-1.721333,-0.296865,0.369014,-0.732791,-0.227926,0.573299,-0.986333,-0.280409,0.698907,-1.173884,-0.302745,0.802448,-1.345535,-0.317747,1.000000,0.000000,0.000000,0.000000,-0.294596,-0.186806,0.048370,-0.457445,-0.520213,0.053807,-0.560017,-0.745476,0.040283,-0.667292,-0.927360,0.022084,-0.395412,-0.914085,0.037604,-0.600906,-1.266373,-0.021918,-0.746599,-1.524783,-0.071446,-0.865436,-1.747386,-0.109200,-0.368968,-0.928924,-0.031012,-0.619723,-1.342724,-0.094230,-0.770979,-1.617160,-0.147990,-0.902817,-1.871407,-0.188417,-0.357566,-0.861826,-0.101092,-0.593467,-1.241545,-0.162016,-0.736112,-1.494945,-0.202573,-0.855617,-1.721412,-0.232481,-0.368822,-0.732928,-0.168271,-0.520027,-1.010197,-0.220456,-0.627556,-1.194325,-0.247522,-0.725213,-1.370982,-0.270130,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.297522,-0.126633,0.056966,0.454804,-0.459319,0.066104,0.544290,-0.677988,0.047582,0.637714,-0.854074,0.023153,0.423782,-0.934462,0.028811,0.661415,-1.263989,-0.044424,0.815827,-1.496154,-0.103925,0.936772,-1.695468,-0.146974,0.380434,-0.923012,-0.057614,0.661493,-1.306072,-0.131644,0.836718,-1.569151,-0.196681,0.982767,-1.810752,-0.241050,0.356239,-0.827759,-0.144819,0.636651,-1.179331,-0.214865,0.805305,-1.410456,-0.264331,0.937975,-1.632849,-0.296675,0.354962,-0.659044,-0.228720,0.549491,-0.892739,-0.282391,0.661274,-1.069171,-0.303729,0.753684,-1.236510,-0.318051,1.000000,0.000000,0.000000,0.000000,-0.306412,-0.173085,0.048218,-0.469401,-0.500633,0.048869,-0.568602,-0.737678,0.029842,-0.675178,-0.923518,0.006014,-0.410356,-0.908929,0.039066,-0.614310,-1.260671,-0.017819,-0.761413,-1.505017,-0.066053,-0.882572,-1.720188,-0.103452,-0.377016,-0.925707,-0.030418,-0.631693,-1.324962,-0.093235,-0.786506,-1.589395,-0.145684,-0.922205,-1.841727,-0.185581,-0.358284,-0.857376,-0.101286,-0.600021,-1.223210,-0.159688,-0.745113,-1.459469,-0.194368,-0.865153,-1.673838,-0.220610,-0.362838,-0.725614,-0.169834,-0.521389,-0.998368,-0.216555,-0.629791,-1.177395,-0.237782,-0.726671,-1.353023,-0.256588,1.000000
Roof_Shape,0.000000,0.000000,0.000000,0.293493,-0.147072,0.060966,0.449570,-0.494181,0.065887,0.547205,-0.724846,0.043537,0.639661,-0.912569,0.013735,0.419793,-0.940891,0.022509,0.653489,-1.259010,-0.051239,0.809317,-1.489590,-0.112455,0.931315,-1.685067,-0.156796,0.376821,-0.923882,-0.066685,0.655870,-1.309673,-0.135690,0.836944,-1.565039,-0.196458,0.989637,-1.797353,-0.240204,0.349186,-0.823266,-0.155599,0.633722,-1.188924,-0.219994,0.804860,-1.411214,-0.262519,0.940220,-1.617447,-0.292799,0.343234,-0.651791,-0.240777,0.536273,-0.901340,-0.290127,0.652465,-1.075327,-0.306588,0.751707,-1.235512,-0.319176,1.000000,0.000000,0.000000,0.000000,-0.313781,-0.167329,0.055719,-0.467718,-0.491485,0.065144,-0.557822,-0.718127,0.051557,-0.666278,-0.885971,0.032707,-0.429611,-0.878670,0.072510,-0.629922,-1.215464,0.020831,-0.771182,-1.456554,-0.026520,-0.887061,-1.674717,-0.063836,-0.394547,-0.918875,0.000601,-0.644747,-1.302074,-0.059714,-0.795502,-1.564363,-0.114298,-0.923189,-1.816900,-0.154933,-0.372751,-0.869951,-0.074386,-0.619263,-1.243380,-0.132849,-0.766136,-1.489304,-0.168859,-0.884236,-1.712934,-0.194482,-0.377422,-0.750995,-0.147034,-0.547152,-1.032723,-0.198397,-0.661981,-1.224383,-0.223503,-0.760252,-1.410931,-0.243845,1.000000
